Equipment ID,Asset Number,Description,Location,Building,Floor,System,Subsystem,Manufacturer,Model,Serial Number,Voltage,Capacity,Weight,Dimensions,Delivery Status,Installation Status,Commissioning Status,Maintenance Status,Warranty,Criticality,Vendor,Purchase Order,Linked Schedule Activity
EQP-MEC-138,AST-MEC-138,Acoustic Exhaust Asset Item 138,"Transformer Yard, Floor 3",Transformer Yard,Floor 2,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-138,SN-MEC-138-99,415V AC,35 dB Attenuation,415 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-138,A240
EQP-ELE-139,AST-ELE-139,Diesel Generators Asset Item 139,"Utility Block Building, Floor 3",Utility Block Building,Floor 2,Electrical,Diesel Generators,Cummins,MOD-ELE-139,SN-ELE-139-99,415V AC,3500 kW,117 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A150
EQP-MEC-140,AST-MEC-140,Chilled Water Plant Asset Item 140,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-140,SN-MEC-140-99,415V AC,2500 kW,137 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A150
EQP-FIR-141,AST-FIR-141,CO2 Flooding System Asset Item 141,"Utility Block Building, Floor 1",Utility Block Building,Floor 2,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-141,SN-FIR-141-99,230V AC,Standard Load,416 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-141,A440
EQP-ELE-142,AST-ELE-142,MV Switchgear Asset Item 142,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-142,SN-ELE-142-99,11 kV AC,31.5 kA,410 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A150
EQP-ELE-143,AST-ELE-143,Busduct Systems Asset Item 143,"Generator Yard, Floor 1",Generator Yard,Floor 2,Electrical,Busduct Systems,Godrej,MOD-ELE-143,SN-ELE-143-99,415V AC,3200 A,327 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A240
EQP-FIR-144,AST-FIR-144,VESDA Aspiration Asset Item 144,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-144,SN-FIR-144-99,230V AC,Standard Load,281 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-144,A320
EQP-FIR-145,AST-FIR-145,Pre-action Sprinklers Asset Item 145,"Generator Yard, Floor 2",Generator Yard,Floor 1,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-145,SN-FIR-145-99,230V AC,Standard Load,382 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-145,A150
EQP-ELE-146,AST-ELE-146,MV Switchgear Asset Item 146,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 1,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-146,SN-ELE-146-99,11 kV AC,31.5 kA,332 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A440
EQP-BMS-147,AST-BMS-147,BMS Software System Asset Item 147,"Utility Block Building, Floor 3",Utility Block Building,Floor 2,BMS,BMS Software System,OEM Standard,MOD-BMS-147,SN-BMS-147-99,230V AC,Standard Load,297 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-147,A440
EQP-ELE-148,AST-ELE-148,LV Switchgear Asset Item 148,"Transformer Yard, Floor 3",Transformer Yard,Floor 1,Electrical,LV Switchgear,ABB,MOD-ELE-148,SN-ELE-148-99,415V AC,3200 A,469 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A320
EQP-ELE-149,AST-ELE-149,Power Transformers Asset Item 149,"Generator Yard, Floor 3",Generator Yard,Floor 3,Electrical,Power Transformers,Kirloskar,MOD-ELE-149,SN-ELE-149-99,110 kV / 11 kV,5 MVA,402 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A150
EQP-ELE-150,AST-ELE-150,UPS System Asset Item 150,"Utility Block Building, Floor 1",Utility Block Building,Floor 3,Electrical,UPS System,Vertiv,MOD-ELE-150,SN-ELE-150-99,415V AC,1600 kW,32 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A150
EQP-FIR-151,AST-FIR-151,CO2 Flooding System Asset Item 151,"Generator Yard, Floor 2",Generator Yard,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-151,SN-FIR-151-99,230V AC,Standard Load,229 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-151,A500
EQP-BMS-152,AST-BMS-152,BMS Software System Asset Item 152,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 1,BMS,BMS Software System,OEM Standard,MOD-BMS-152,SN-BMS-152-99,230V AC,Standard Load,494 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-152,A500
EQP-BMS-153,AST-BMS-153,BMS Control Network Asset Item 153,"Generator Yard, Floor 3",Generator Yard,Floor 1,BMS,BMS Control Network,OEM Standard,MOD-BMS-153,SN-BMS-153-99,230V AC,Standard Load,239 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-153,A320
EQP-MEC-154,AST-MEC-154,Acoustic Exhaust Asset Item 154,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 1,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-154,SN-MEC-154-99,415V AC,35 dB Attenuation,223 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-154,A240
EQP-ELE-155,AST-ELE-155,Power Transformers Asset Item 155,"Generator Yard, Floor 3",Generator Yard,Floor 3,Electrical,Power Transformers,Kirloskar,MOD-ELE-155,SN-ELE-155-99,110 kV / 11 kV,5 MVA,453 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A440
EQP-BMS-156,AST-BMS-156,BMS Server Panel Asset Item 156,"Generator Yard, Floor 2",Generator Yard,Floor 2,BMS,BMS Server Panel,OEM Standard,MOD-BMS-156,SN-BMS-156-99,230V AC,Standard Load,449 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-156,A240
EQP-BMS-157,AST-BMS-157,BMS Software System Asset Item 157,"Generator Yard, Floor 3",Generator Yard,Floor 2,BMS,BMS Software System,OEM Standard,MOD-BMS-157,SN-BMS-157-99,230V AC,Standard Load,96 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-157,A320
EQP-ELE-158,AST-ELE-158,Busduct Systems Asset Item 158,"Generator Yard, Floor 3",Generator Yard,Floor 3,Electrical,Busduct Systems,Godrej,MOD-ELE-158,SN-ELE-158-99,415V AC,3200 A,361 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A240
EQP-MEC-159,AST-MEC-159,Condenser Cooling Towers Asset Item 159,"Generator Yard, Floor 1",Generator Yard,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-159,SN-MEC-159-99,415V AC,3000 GPM,148 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-159,A440
EQP-FIR-160,AST-FIR-160,VESDA Aspiration Asset Item 160,"Transformer Yard, Floor 1",Transformer Yard,Floor 2,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-160,SN-FIR-160-99,230V AC,Standard Load,146 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-160,A440
EQP-ELE-161,AST-ELE-161,Diesel Generators Asset Item 161,"Generator Yard, Floor 3",Generator Yard,Floor 1,Electrical,Diesel Generators,Cummins,MOD-ELE-161,SN-ELE-161-99,415V AC,3500 kW,119 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A500
EQP-FIR-162,AST-FIR-162,Pre-action Sprinklers Asset Item 162,"Transformer Yard, Floor 1",Transformer Yard,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-162,SN-FIR-162-99,230V AC,Standard Load,203 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-162,A440
EQP-MEC-163,AST-MEC-163,Chilled Water Plant Asset Item 163,"Transformer Yard, Floor 3",Transformer Yard,Floor 1,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-163,SN-MEC-163-99,415V AC,2500 kW,376 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A440
EQP-MEC-164,AST-MEC-164,Acoustic Exhaust Asset Item 164,"Generator Yard, Floor 1",Generator Yard,Floor 3,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-164,SN-MEC-164-99,415V AC,35 dB Attenuation,40 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-164,A240
EQP-BMS-165,AST-BMS-165,BMS Software System Asset Item 165,"Generator Yard, Floor 3",Generator Yard,Floor 2,BMS,BMS Software System,OEM Standard,MOD-BMS-165,SN-BMS-165-99,230V AC,Standard Load,250 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-165,A500
EQP-ELE-166,AST-ELE-166,Busduct Systems Asset Item 166,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 3,Electrical,Busduct Systems,Godrej,MOD-ELE-166,SN-ELE-166-99,415V AC,3200 A,148 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A500
EQP-MEC-167,AST-MEC-167,Condenser Cooling Towers Asset Item 167,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-167,SN-MEC-167-99,415V AC,3000 GPM,389 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-167,A240
EQP-BMS-168,AST-BMS-168,BMS Control Network Asset Item 168,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 2,BMS,BMS Control Network,OEM Standard,MOD-BMS-168,SN-BMS-168-99,230V AC,Standard Load,378 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-168,A320
EQP-ELE-169,AST-ELE-169,Power Transformers Asset Item 169,"Generator Yard, Floor 2",Generator Yard,Floor 2,Electrical,Power Transformers,Kirloskar,MOD-ELE-169,SN-ELE-169-99,110 kV / 11 kV,5 MVA,259 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A320
EQP-MEC-170,AST-MEC-170,CRAH System Asset Item 170,"Generator Yard, Floor 2",Generator Yard,Floor 3,Mechanical,CRAH System,Vertiv,MOD-MEC-170,SN-MEC-170-99,415V AC,85 kW,263 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A240
EQP-MEC-171,AST-MEC-171,CRAH System Asset Item 171,"Transformer Yard, Floor 2",Transformer Yard,Floor 1,Mechanical,CRAH System,Vertiv,MOD-MEC-171,SN-MEC-171-99,415V AC,85 kW,177 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A500
EQP-MEC-172,AST-MEC-172,CRAH System Asset Item 172,"Transformer Yard, Floor 2",Transformer Yard,Floor 1,Mechanical,CRAH System,Vertiv,MOD-MEC-172,SN-MEC-172-99,415V AC,85 kW,345 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A500
EQP-MEC-173,AST-MEC-173,Chilled Water Plant Asset Item 173,"Generator Yard, Floor 2",Generator Yard,Floor 2,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-173,SN-MEC-173-99,415V AC,2500 kW,18 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A150
EQP-FIR-174,AST-FIR-174,FM-200 Clean Agent System Asset Item 174,"Utility Block Building, Floor 1",Utility Block Building,Floor 2,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-174,SN-FIR-174-99,230V AC,Standard Load,49 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-174,A320
EQP-ELE-175,AST-ELE-175,MV Switchgear Asset Item 175,"Transformer Yard, Floor 3",Transformer Yard,Floor 1,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-175,SN-ELE-175-99,11 kV AC,31.5 kA,445 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A500
EQP-ELE-176,AST-ELE-176,MV Switchgear Asset Item 176,"Utility Block Building, Floor 3",Utility Block Building,Floor 2,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-176,SN-ELE-176-99,11 kV AC,31.5 kA,83 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A320
EQP-ELE-177,AST-ELE-177,Diesel Generators Asset Item 177,"Generator Yard, Floor 3",Generator Yard,Floor 2,Electrical,Diesel Generators,Cummins,MOD-ELE-177,SN-ELE-177-99,415V AC,3500 kW,35 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A320
EQP-MEC-178,AST-MEC-178,Condenser Cooling Towers Asset Item 178,"Generator Yard, Floor 1",Generator Yard,Floor 3,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-178,SN-MEC-178-99,415V AC,3000 GPM,116 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-178,A320
EQP-MEC-179,AST-MEC-179,Condenser Cooling Towers Asset Item 179,"Transformer Yard, Floor 1",Transformer Yard,Floor 2,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-179,SN-MEC-179-99,415V AC,3000 GPM,184 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-179,A320
EQP-MEC-180,AST-MEC-180,Chilled Water Plant Asset Item 180,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-180,SN-MEC-180-99,415V AC,2500 kW,196 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A500
EQP-BMS-181,AST-BMS-181,BMS Software System Asset Item 181,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 2,BMS,BMS Software System,OEM Standard,MOD-BMS-181,SN-BMS-181-99,230V AC,Standard Load,81 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-181,A240
EQP-BMS-182,AST-BMS-182,BMS Server Panel Asset Item 182,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,BMS,BMS Server Panel,OEM Standard,MOD-BMS-182,SN-BMS-182-99,230V AC,Standard Load,492 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-182,A240
EQP-FIR-183,AST-FIR-183,Pre-action Sprinklers Asset Item 183,"Utility Block Building, Floor 1",Utility Block Building,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-183,SN-FIR-183-99,230V AC,Standard Load,86 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-183,A150
EQP-FIR-184,AST-FIR-184,VESDA Aspiration Asset Item 184,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-184,SN-FIR-184-99,230V AC,Standard Load,422 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-184,A440
EQP-BMS-185,AST-BMS-185,BMS Software System Asset Item 185,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-185,SN-BMS-185-99,230V AC,Standard Load,376 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-185,A150
EQP-FIR-186,AST-FIR-186,CO2 Flooding System Asset Item 186,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-186,SN-FIR-186-99,230V AC,Standard Load,76 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-186,A500
EQP-BMS-187,AST-BMS-187,BMS Control Network Asset Item 187,"Utility Block Building, Floor 2",Utility Block Building,Floor 1,BMS,BMS Control Network,OEM Standard,MOD-BMS-187,SN-BMS-187-99,230V AC,Standard Load,123 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-187,A440
EQP-MEC-188,AST-MEC-188,Acoustic Exhaust Asset Item 188,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-188,SN-MEC-188-99,415V AC,35 dB Attenuation,357 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-188,A500
EQP-MEC-189,AST-MEC-189,Condenser Cooling Towers Asset Item 189,"Generator Yard, Floor 3",Generator Yard,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-189,SN-MEC-189-99,415V AC,3000 GPM,324 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-189,A240
EQP-BMS-190,AST-BMS-190,BMS Software System Asset Item 190,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 1,BMS,BMS Software System,OEM Standard,MOD-BMS-190,SN-BMS-190-99,230V AC,Standard Load,189 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-190,A500
EQP-MEC-191,AST-MEC-191,Condenser Cooling Towers Asset Item 191,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-191,SN-MEC-191-99,415V AC,3000 GPM,340 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-191,A150
EQP-ELE-192,AST-ELE-192,LV Switchgear Asset Item 192,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 2,Electrical,LV Switchgear,ABB,MOD-ELE-192,SN-ELE-192-99,415V AC,3200 A,364 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A440
EQP-BMS-193,AST-BMS-193,BMS Control Network Asset Item 193,"Transformer Yard, Floor 3",Transformer Yard,Floor 3,BMS,BMS Control Network,OEM Standard,MOD-BMS-193,SN-BMS-193-99,230V AC,Standard Load,464 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-193,A320
EQP-ELE-194,AST-ELE-194,UPS System Asset Item 194,"Generator Yard, Floor 2",Generator Yard,Floor 2,Electrical,UPS System,Vertiv,MOD-ELE-194,SN-ELE-194-99,415V AC,1600 kW,113 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A150
EQP-BMS-195,AST-BMS-195,BMS Control Network Asset Item 195,"Transformer Yard, Floor 1",Transformer Yard,Floor 2,BMS,BMS Control Network,OEM Standard,MOD-BMS-195,SN-BMS-195-99,230V AC,Standard Load,264 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-195,A150
EQP-ELE-196,AST-ELE-196,Power Transformers Asset Item 196,"Generator Yard, Floor 2",Generator Yard,Floor 1,Electrical,Power Transformers,Kirloskar,MOD-ELE-196,SN-ELE-196-99,110 kV / 11 kV,5 MVA,436 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A240
EQP-FIR-197,AST-FIR-197,Pre-action Sprinklers Asset Item 197,"Generator Yard, Floor 3",Generator Yard,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-197,SN-FIR-197-99,230V AC,Standard Load,457 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-197,A320
EQP-ELE-198,AST-ELE-198,Busduct Systems Asset Item 198,"Transformer Yard, Floor 1",Transformer Yard,Floor 2,Electrical,Busduct Systems,Godrej,MOD-ELE-198,SN-ELE-198-99,415V AC,3200 A,225 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A500
EQP-MEC-199,AST-MEC-199,Chilled Water Plant Asset Item 199,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 3,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-199,SN-MEC-199-99,415V AC,2500 kW,30 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A150
EQP-ELE-200,AST-ELE-200,UPS System Asset Item 200,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 3,Electrical,UPS System,Vertiv,MOD-ELE-200,SN-ELE-200-99,415V AC,1600 kW,70 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A240
EQP-ELE-201,AST-ELE-201,Busduct Systems Asset Item 201,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 3,Electrical,Busduct Systems,Godrej,MOD-ELE-201,SN-ELE-201-99,415V AC,3200 A,6 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A150
EQP-BMS-202,AST-BMS-202,BMS Server Panel Asset Item 202,"Transformer Yard, Floor 3",Transformer Yard,Floor 3,BMS,BMS Server Panel,OEM Standard,MOD-BMS-202,SN-BMS-202-99,230V AC,Standard Load,288 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-202,A150
EQP-FIR-203,AST-FIR-203,Pre-action Sprinklers Asset Item 203,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-203,SN-FIR-203-99,230V AC,Standard Load,318 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-203,A150
EQP-BMS-204,AST-BMS-204,BMS Software System Asset Item 204,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 1,BMS,BMS Software System,OEM Standard,MOD-BMS-204,SN-BMS-204-99,230V AC,Standard Load,357 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-204,A320
EQP-MEC-205,AST-MEC-205,Chilled Water Plant Asset Item 205,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-205,SN-MEC-205-99,415V AC,2500 kW,233 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A440
EQP-MEC-206,AST-MEC-206,Condenser Cooling Towers Asset Item 206,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-206,SN-MEC-206-99,415V AC,3000 GPM,300 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-206,A240
EQP-BMS-207,AST-BMS-207,BMS Server Panel Asset Item 207,"Utility Block Building, Floor 2",Utility Block Building,Floor 1,BMS,BMS Server Panel,OEM Standard,MOD-BMS-207,SN-BMS-207-99,230V AC,Standard Load,122 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-207,A440
